,event_id,event_date,event_year,event_month,event_time,event_hour,event_am_pm,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,caused_fatalities,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude
5267,6717,2015-01-14 23:00:00,2015,January,23:00:00,23,PM,landslide,snowfall_snowmelt,small,above_road,0.0,0.0,No,United Kingdom,GB,Scotland,4220.0,Auchterarder,7.1103,-3.6107,56.3311
5268,9450,2016-08-05 00:00:00,2016,August,00:00:00,0,AM,landslide,tropical_cyclone,medium,above_road,3.0,7.0,Yes,Vietnam,VN,Lào Cai,138622.0,Sa Pá,3.10153,103.8646,22.3608
5269,6835,2015-03-04 23:00:00,2015,March,23:00:00,23,PM,mudslide,snowfall_snowmelt,small,above_road,0.0,0.0,No,United States,US,Kentucky,4456.0,Hazard,11.13295,-83.1295,37.336
5271,7334,2015-08-18 00:00:00,2015,August,00:00:00,0,AM,landslide,unknown,medium,unknown,1.0,0.0,Yes,India,IN,Arunachal Pradesh,18425.0,Along,4.04762,94.7596,28.1737
5272,8264,2014-12-20 11:56:00,2014,December,11:56:00,11,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,8466.0,Florence,18.24477,-124.1175,44.1463
5274,6200,2014-08-17 00:00:00,2014,August,00:00:00,0,AM,landslide,downpour,large,unknown,0.0,0.0,No,India,IN,Arunachal Pradesh,44971.0,Itānagar,0.12577,93.6086,27.0869
5276,5742,2013-06-07 00:00:00,2013,June,00:00:00,0,AM,landslide,rain,medium,above_road,0.0,0.0,No,Czech Republic,CZ,Jihočeský,3190.0,Volyně,5.12651,13.9553,49.1573
5279,7803,2006-01-10 09:00:00,2006,January,09:00:00,9,AM,mudslide,downpour,small,above_road,0.0,0.0,No,United States,US,Washington,14205.0,Elk Plain,1.28843,-122.4007,47.0645
5280,7322,2015-08-13 23:00:00,2015,August,23:00:00,23,PM,mudslide,downpour,small,natural_slope,0.0,0.0,No,United States,US,Utah,1344.0,Woodland Hills,0.75074,-111.6393,40.0101
5282,8035,2015-12-21 12:02:00,2015,December,12:02:00,12,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2038.0,Sisters,31.91304,-121.9005,44.4287
5286,7553,2016-03-08 18:00:00,2016,March,18:00:00,18,PM,rock_fall,unknown,medium,above_road,7.0,0.0,Yes,China,CN,Sichuan,0.0,Minjian,13.10513,103.4583,28.7565
5296,8329,2014-03-26 13:27:00,2014,March,13:27:00,13,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1777.0,Banks,20.40505,-123.3758,45.6236
5297,6122,2014-07-02 09:00:00,2014,July,09:00:00,9,AM,landslide,rain,small,unknown,3.0,0.0,Yes,Mexico,MX,Chihuahua,1512354.0,Ciudad Juárez,3.05542,-106.5152,31.7293
5298,9288,2016-02-07 15:00:00,2016,February,15:00:00,15,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,United States,US,Colorado,4992.0,Manitou Springs,3.12295,-104.9442,38.8783
5300,7317,2015-07-30 00:00:00,2015,July,00:00:00,0,AM,landslide,monsoon,medium,unknown,6.0,13.0,Yes,Nepal,NP,Western Region,200000.0,Pokhara,14.69281,83.8188,28.2656
5302,6913,2012-12-26 00:00:00,2012,December,00:00:00,0,AM,landslide,unknown,medium,below_road,0.0,0.0,No,United Kingdom,GB,England,2007.0,Rothbury,1.26466,-1.8699,55.3022
5304,9617,2016-10-15 00:00:00,2016,October,00:00:00,0,AM,landslide,unknown,medium,above_road,0.0,0.0,No,India,IN,West Bengal,46427.0,Kārsiyāng,0.65153,88.2796,26.888
5306,7568,2016-03-14 00:00:00,2016,March,00:00:00,0,AM,rock_fall,rain,medium,above_road,0.0,0.0,No,United States,US,California,1305.0,Sea Ranch,4.96702,-123.3974,38.7164
5307,8409,2016-07-04 09:00:00,2016,July,09:00:00,9,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,United States,US,New Mexico,58.0,Conejos,25.84143,-106.2829351,36.99351356
5308,7473,2015-12-01 00:00:00,2015,December,00:00:00,0,AM,landslide,rain,medium,above_road,0.0,0.0,No,Jamaica,JM,Saint Ann,13671.0,Saint Ann’s Bay,1.08196,-77.1919,18.4313
5313,9415,2016-08-03 09:00:00,2016,August,09:00:00,9,AM,landslide,downpour,medium,above_road,0.0,0.0,No,India,IN,Maharashtra,23677.0,Kharakvasla,28.5741,73.5086,18.3978
5316,9340,2016-05-18 00:20:00,2016,May,00:20:00,0,AM,debris_flow,unknown,medium,above_road,0.0,0.0,No,United States,US,California,34399.0,West Hollywood,1.80545,-118.3741,34.1026
5319,7778,2015-08-26 00:00:00,2015,August,00:00:00,0,AM,mudslide,continuous_rain,medium,above_road,0.0,0.0,No,India,IN,Mizoram,3962.0,Darlawn,22.71629,93.0514,23.8447
5324,9350,2016-05-09 00:00:00,2016,May,00:00:00,0,AM,mudslide,downpour,small,unknown,2.0,0.0,Yes,Tajikistan,TJ,Viloyati Sughd,2128.0,Ayní,9.23566,68.5748,39.316
5326,8050,2015-12-18 13:31:00,2015,December,13:31:00,13,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,14583.0,Dallas,13.46043,-123.3978,44.8126
5327,6153,2014-07-17 14:45:00,2014,July,14:45:00,14,PM,landslide,rain,medium,above_road,11.0,19.0,Yes,China,CN,Sichuan,0.0,Weizhou,16.38392,103.7281,31.5751
5329,7466,2015-10-21 00:00:00,2015,October,00:00:00,0,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,Honduras,HN,Francisco Morazán,1817.0,El Guapinol,3.54399,-87.434,13.7645
5330,7712,2016-05-21 00:00:00,2016,May,00:00:00,0,AM,landslide,downpour,small,above_road,0.0,0.0,No,United States,US,Washington,73917.0,Kennewick,0.68781,-119.1444,46.2149
5331,6860,2015-03-11 15:00:00,2015,March,15:00:00,15,PM,rock_fall,continuous_rain,small,above_road,0.0,0.0,No,United States,US,West Virginia,3191.0,Williamson,0.84799,-82.2679,37.6758
5332,6554,2014-08-27 06:00:00,2014,August,06:00:00,6,AM,landslide,continuous_rain,medium,unknown,3.0,0.0,Yes,Nepal,NP,Western Region,23296.0,Bāglung,13.77594,83.7228,28.2322
5334,7765,2015-08-26 03:00:00,2015,August,03:00:00,3,AM,debris_flow,snowfall_snowmelt,medium,natural_slope,0.0,0.0,No,United States,US,California,3394.0,Mount Shasta,13.69896,-122.1916,41.3936
5337,9636,2016-10-16 00:00:00,2016,October,00:00:00,0,AM,landslide,rain,medium,above_road,0.0,0.0,No,Philippines,PH,Cordillera,0.0,Kiangan,9.97827,120.9868,16.7132
5343,8022,2016-06-27 00:00:00,2016,June,00:00:00,0,AM,landslide,unknown,medium,above_road,0.0,0.0,No,Nepal,NP,Central Region,20284.0,Malangwa,26.15207,85.5502,27.0927
5348,9642,2016-10-16 15:00:00,2016,October,15:00:00,15,PM,mudslide,rain,medium,above_road,0.0,0.0,No,United States,US,California,8234.0,Mammoth Lakes,9.93508,-119.076,37.6141
5350,7434,2015-05-04 13:32:00,2015,May,13:32:00,13,PM,landslide,unknown,medium,above_road,0.0,0.0,No,Guatemala,GT,Escuintla,11121.0,Nueva Concepción,8.25465,-91.2264,14.2202
5351,9567,2016-10-07 23:00:00,2016,October,23:00:00,23,PM,rock_fall,downpour,medium,above_road,0.0,0.0,No,Philippines,PH,Central Visayas,2205.0,Kuanos,3.852,123.7808,10.3178
5352,5237,2013-07-29 23:00:00,2013,July,23:00:00,23,PM,landslide,continuous_rain,medium,unknown,12.0,28.0,Yes,Indonesia,ID,Maluku,355596.0,Ambon,5.06019,128.1849,-3.6498
5353,9281,2016-05-21 00:00:00,2016,May,00:00:00,0,AM,mudslide,downpour,medium,unknown,0.0,0.0,No,United Kingdom,GB,Scotland,1206.0,Fortrose,0.70054,-4.1427,57.5777
5358,7789,2014-02-14 16:00:00,2014,February,16:00:00,16,PM,landslide,downpour,small,above_road,0.0,1.0,No,United States,US,Oregon,7167.0,Hood River,1.58099,-121.5015,45.7081
5360,7102,2015-05-03 16:30:00,2015,May,16:30:00,16,PM,landslide,unknown,medium,unknown,4.0,5.0,Yes,China,CN,Hubei,0.0,Shuiyuesi,1.01421,111.0239,31.2351
5361,5940,2014-03-10 00:00:00,2014,March,00:00:00,0,AM,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,No,India,IN,Kashmir,7317.0,Rāmban,0.70312,75.2439,33.2359
5363,8630,2012-03-22 02:49:00,2012,March,02:49:00,2,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1795.0,Glide,31.00524,-122.7225,43.3394
5366,6263,2014-09-26 00:00:00,2014,September,00:00:00,0,AM,landslide,continuous_rain,medium,unknown,0.0,0.0,No,India,IN,Kashmir,3952.0,Jauriān,24.11943,74.4889,33.0365
5367,5904,2014-02-27 00:00:00,2014,February,00:00:00,0,AM,landslide,snowfall_snowmelt,large,above_road,0.0,0.0,No,United States,US,Oregon,2033.0,Waldport,23.311,-123.7788,44.3984
5368,9560,2016-10-07 00:00:00,2016,October,00:00:00,0,AM,landslide,rain,medium,above_road,0.0,0.0,No,Australia,AU,Tasmania,5706.0,Wynyard,10.65613,145.6226,-40.9345
5369,6290,2014-09-23 03:00:00,2014,September,03:00:00,3,AM,landslide,continuous_rain,small,urban,8.0,1.0,Yes,India,IN,Meghalaya,132842.0,Shillong,1.8982,91.8666,25.5772
5371,8505,2012-12-24 17:14:00,2012,December,17:14:00,17,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1312.0,Rockaway Beach,3.58745,-123.9456,45.5812
5372,9298,2016-07-31 00:00:00,2016,July,00:00:00,0,AM,landslide,no_apparent_trigger,medium,natural_slope,0.0,0.0,No,United Kingdom,GB,England,6044.0,Saltburn-by-the-Sea,0.93594,-0.983,54.5888
5373,9592,2016-09-23 00:00:00,2016,September,00:00:00,0,AM,mudslide,downpour,medium,above_road,1.0,0.0,Yes,United States,US,Wisconsin,4362.0,Viroqua,27.3879,-91.2132,43.486
5378,8644,2012-03-16 05:45:00,2012,March,05:45:00,5,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1045.0,Lowell,37.2636,-122.4137,44.1214
5379,7057,2015-05-17 00:00:00,2015,May,00:00:00,0,AM,landslide,downpour,medium,natural_slope,5.0,0.0,Yes,Pakistan,PK,Khyber Pakhtunkhwa,0.0,Chitral,31.00425,71.7986,35.567
5382,6404,2014-11-28 08:30:00,2014,November,08:30:00,8,AM,landslide,unknown,small,above_road,0.0,0.0,No,Canada,CA,Ontario,519949.0,Hamilton,4.79449,-79.8919,43.2804
5383,9198,2016-01-11 11:00:00,2016,January,11:00:00,11,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,United States,US,California,2297.0,Columbia,2.52607,-120.3961,38.0139
5386,8923,2016-07-10 23:00:00,2016,July,23:00:00,23,PM,landslide,downpour,medium,natural_slope,4.0,2.0,Yes,Uganda,UG,Western Region,16919.0,Bundibugyo,17.00959,30.0372,0.5599
5387,6229,2014-10-09 06:00:00,2014,October,06:00:00,6,AM,landslide,continuous_rain,small,below_road,0.0,0.0,No,Malaysia,MY,Sabah,71585.0,Donggongon,36.51591,116.384,5.7369
5389,10020,2016-08-07 13:37:00,2016,August,13:37:00,13,PM,mudslide,tropical_cyclone,small,natural_slope,4.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,-98.4812,20.5373
5390,8595,2012-04-14 12:24:00,2012,April,12:24:00,12,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,6336.0,Brookings,13.98044,-124.3143,42.1764
5394,9553,2016-08-31 12:45:00,2016,August,12:45:00,12,PM,landslide,continuous_rain,small,above_road,0.0,0.0,No,Thailand,TH,Phuket,0.0,Thalang,9.03301,98.3153,8.1112
5395,8922,2015-11-07 00:00:00,2015,November,00:00:00,0,AM,rock_fall,unknown,small,above_road,0.0,0.0,No,India,IN,Tamil Nadu,5175.0,Aravankādu,0.76656,76.9101,11.3237
5396,8325,2015-11-07 00:00:00,2015,November,00:00:00,0,AM,mudslide,unknown,medium,natural_slope,4.0,1.0,Yes,Nigeria,NG,Lagos,0.0,Agege,3.27121,3.3539,6.6369
5400,10677,2017-04-23 18:27:00,2017,April,18:27:00,18,PM,landslide,continuous_rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-83.60661439,36.71594657
5401,9369,2016-03-10 00:00:00,2016,March,00:00:00,0,AM,landslide,downpour,medium,natural_slope,5.0,8.0,Yes,Indonesia,ID,West Java,0.0,Cianjur,17.47303,107.0182,-6.7209
5402,6582,2014-12-22 10:00:00,2014,December,10:00:00,10,AM,landslide,downpour,medium,above_road,0.0,0.0,No,United States,US,Hawaii,13730.0,Waimalu,3.62862,-157.9254,21.4329
5405,8717,2012-01-19 10:08:00,2012,January,10:08:00,10,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1161.0,Lyons,2.04062,-122.6407,44.7727
5407,7422,2015-09-27 00:00:00,2015,September,00:00:00,0,AM,landslide,rain,medium,unknown,0.0,0.0,No,Guatemala,GT,Guatemala,994938.0,Guatemala City,3.49341,-90.4842,14.6268
5408,9470,2016-08-07 00:00:00,2016,August,00:00:00,0,AM,rock_fall,downpour,small,unknown,0.0,0.0,No,United States,US,Colorado,637.0,Silverton,25.62425,-107.8186,37.6162
5411,6653,2015-01-05 00:00:00,2015,January,00:00:00,0,AM,riverbank_collapse,flooding,small,above_river,0.0,0.0,No,United States,US,Washington,2075.0,Gold Bar,1.90726,-121.6737,47.8636
5413,9155,2016-01-02 00:00:00,2016,January,00:00:00,0,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,United States,US,Maryland,1888.0,Westernport,1.86253,-79.0597,39.4732
5414,6983,2015-06-13 23:00:00,2015,June,23:00:00,23,PM,landslide,downpour,large,above_river,0.0,0.0,No,Georgia,GE,unknown,4172.0,Tsqnet’i,2.28648,44.6826,41.7114
5416,8411,2013-12-30 06:51:00,2013,December,06:51:00,6,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2224.0,White Salmon,2.08832,-121.4902,45.709
5418,7069,2015-06-23 00:00:00,2015,June,00:00:00,0,AM,landslide,downpour,medium,natural_slope,0.0,0.0,No,Philippines,PH,Davao,16518.0,Tupi,1.70406,124.941,6.3444
5424,8656,2012-03-13 09:38:00,2012,March,09:38:00,9,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,10539.0,Damascus,2.87342,-122.4788,45.3959
5427,9263,2016-02-01 00:00:00,2016,February,00:00:00,0,AM,landslide,snowfall_snowmelt,small,natural_slope,1.0,1.0,Yes,Pakistan,PK,Khyber Pakhtunkhwa,29869.0,Upper Dir,12.68215,71.9975,35.2646
5429,9472,2016-08-07 00:00:00,2016,August,00:00:00,0,AM,mudslide,rain,small,above_road,0.0,0.0,No,United States,US,Tennessee,2531.0,Mountain City,5.30109,-81.8103,36.5221
5431,9275,2016-06-03 09:30:00,2016,June,09:30:00,9,AM,mudslide,unknown,medium,natural_slope,0.0,0.0,No,United States,US,Texas,2755.0,Oak Trail Shores,5.10305,-97.835,32.5348
5438,9074,2016-07-20 00:00:00,2016,July,00:00:00,0,AM,landslide,downpour,large,natural_slope,3.0,0.0,Yes,India,IN,West Bengal,1035.0,Naya Bāzār,13.24941,88.1069,27.1176
5439,8229,2016-07-04 00:00:00,2016,July,00:00:00,0,AM,mudslide,downpour,medium,unknown,3.0,0.0,Yes,Nepal,NP,Mid Western,0.0,Pyūthān,19.60828,83.0006,28.2324
5442,9339,2016-02-28 00:00:00,2016,February,00:00:00,0,AM,mudslide,unknown,small,above_road,0.0,0.0,No,United States,US,Georgia,189885.0,Columbus,4.18948,-84.9431,32.4613
5445,8308,2014-04-24 07:32:00,2014,April,07:32:00,7,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1661.0,Grand Ronde,13.06477,-123.7664,45.0979
5446,4953,2013-06-18 09:00:00,2013,June,09:00:00,9,AM,landslide,downpour,large,unknown,12.0,2.0,Yes,Nepal,NP,Far Western,0.0,Achhām,40.41216,81.5833,29.3167
5447,8660,2012-03-13 01:01:00,2012,March,01:01:00,1,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2033.0,Waldport,31.12869,-123.6903,44.3573
5448,9195,2016-01-08 00:36:00,2016,January,00:36:00,0,AM,landslide,unknown,small,unknown,0.0,0.0,No,United Kingdom,GB,England,14632.0,Skipton,0.30889,-2.015,53.964
5459,7343,2015-10-01 21:30:00,2015,October,21:30:00,21,PM,mudslide,rain,medium,urban,280.0,0.0,Yes,Guatemala,GT,Guatemala,67994.0,Santa Catarina Pinula,0.94245,-90.4959,14.5755
5466,8090,2015-12-09 07:06:00,2015,December,07:06:00,7,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2043.0,Stanfield,22.42792,-118.9662,45.88
5467,6955,2015-06-16 00:00:00,2015,June,00:00:00,0,AM,mudslide,downpour,small,above_road,0.0,0.0,No,United States,US,Wyoming,9520.0,Cody,74.46097,-109.9919,44.4944
5468,6804,2015-02-26 00:00:00,2015,February,00:00:00,0,AM,landslide,unknown,medium,above_road,2.0,2.0,Yes,India,IN,Kashmir,3278.0,Banihāl,13.4555,75.1922,33.3376
5471,7306,2015-08-16 00:00:00,2015,August,00:00:00,0,AM,landslide,mining,medium,unknown,1.0,2.0,Yes,Pakistan,PK,Punjab,27893.0,Jhawāriān,10.15064,72.7253,32.3898
5472,6858,2015-03-10 00:00:00,2015,March,00:00:00,0,AM,mudslide,continuous_rain,small,above_road,0.0,0.0,No,United States,US,Georgia,3846.0,Chattanooga Valley,3.71673,-85.3786,34.9053
5476,6269,2014-10-18 00:00:00,2014,October,00:00:00,0,AM,landslide,tropical_cyclone,small,above_road,0.0,0.0,No,Mexico,MX,Guerrero,1018.0,Colonia Alborada,4.1083,-99.8562,16.885
5478,9142,2016-06-14 08:00:00,2016,June,08:00:00,8,AM,landslide,continuous_rain,medium,retaining_wall,0.0,0.0,No,India,IN,Nagaland,34021.0,Mokokchūng,0.94289,94.5247,26.3185
5479,6862,2015-03-12 04:00:00,2015,March,04:00:00,4,AM,mudslide,unknown,small,below_road,0.0,0.0,No,United States,US,Ohio,66982.0,Youngstown,1.20691,-80.6351,41.1006
5480,1034,2009-06-03 23:00:00,2009,June,23:00:00,23,PM,landslide,downpour,medium,unknown,4.0,3.0,Yes,Myanmar [Burma],MM,Tanintharyi,24561.0,Ranong,10.34155,98.54866159,10.00028043
5481,6790,2015-02-22 00:00:00,2015,February,00:00:00,0,AM,unknown,mining,medium,mine,0.0,0.0,No,Bosnia and Herzegovina,BA,Federation of Bosnia and Herzegovina,8701.0,Mionica,9.53107,18.5713,44.8247
5482,7552,2016-03-10 00:00:00,2016,March,00:00:00,0,AM,landslide,unknown,medium,above_road,0.0,0.0,No,Georgia,GE,Samegrelo and Zemo Svaneti,4756.0,Jvari,24.24598,42.1147,42.9302
5484,9137,2016-07-22 00:00:00,2016,July,00:00:00,0,AM,landslide,continuous_rain,medium,unknown,0.0,3.0,No,Nepal,NP,Mid Western,0.0,Pyūthān,10.70222,82.8643,28.1836
5487,9345,2016-05-15 00:00:00,2016,May,00:00:00,0,AM,mudslide,rain,medium,above_river,0.0,0.0,No,Kyrgyzstan,KG,Jalal-Abad,27704.0,Bazar-Korgon,37.2576,72.9293,41.3431
5488,9012,2016-07-15 23:00:00,2016,July,23:00:00,23,PM,mudslide,rain,medium,natural_slope,0.0,0.0,No,Nepal,NP,Eastern Region,1035.0,Naya Bāzār,60.18201,87.8086,27.5138
5489,7994,2015-09-07 00:00:00,2015,September,00:00:00,0,AM,landslide,unknown,medium,unknown,2.0,0.0,Yes,India,IN,Tamil Nadu,778396.0,Salem,19.01404,78.2253,11.81
5492,5943,2014-03-11 00:00:00,2014,March,00:00:00,0,AM,landslide,continuous_rain,large,above_road,0.0,0.0,No,India,IN,Kashmir,6755.0,Uri,0.93505,74.056,34.0823
5495,8687,2015-10-11 00:00:00,2015,October,00:00:00,0,AM,landslide,mining,medium,mine,1.0,0.0,Yes,Georgia,GE,Kakheti,9466.0,Gurjaani,6.54345,45.7566,41.7915
5496,6107,2014-06-26 23:00:00,2014,June,23:00:00,23,PM,landslide,continuous_rain,small,unknown,1.0,0.0,Yes,India,IN,Assam,899094.0,Guwahati,4.37969,91.7896,26.1844
5497,8829,2011-02-18 06:48:00,2011,February,06:48:00,6,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1312.0,Rockaway Beach,9.5605,-123.8837,45.6888
5498,6569,2011-08-28 00:00:00,2011,August,00:00:00,0,AM,landslide,continuous_rain,medium,unknown,2.0,1.0,Yes,India,IN,Maharashtra,100000.0,Airoli,1.71702,72.9981,19.1355
5500,8184,2015-03-24 00:18:00,2015,March,00:18:00,0,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1151.0,Drain,27.0036,-123.6534,43.6619
5501,7026,2015-05-30 00:00:00,2015,May,00:00:00,0,AM,landslide,rain,small,above_road,0.0,0.0,No,India,IN,Kashmir,7750.0,Pahalgām,29.70137,75.4446,34.2607
5502,6097,2014-06-23 00:00:00,2014,June,00:00:00,0,AM,landslide,continuous_rain,medium,unknown,0.0,0.0,No,Nicaragua,NI,Chontales,5827.0,Santo Domingo,29.92927,-84.8195,12.3484
5503,9552,2016-10-05 19:00:00,2016,October,19:00:00,19,PM,landslide,downpour,medium,unknown,0.0,0.0,No,Uganda,UG,Eastern Region,0.0,Bududa,4.14616,34.3413,1.0472
5504,1906,2010-05-26 00:00:00,2010,May,00:00:00,0,AM,rock_fall,downpour,medium,above_road,0.0,0.0,No,New Zealand,NZ,Otago,13000.0,Oamaru,37.17407,170.6453,-44.8431
5507,7245,2015-07-16 00:00:00,2015,July,00:00:00,0,AM,landslide,monsoon,medium,other,1.0,12.0,Yes,Nepal,NP,Western Region,200000.0,Pokhara,8.11767,84.0011,28.1996
5508,6881,2015-03-17 00:00:00,2015,March,00:00:00,0,AM,landslide,rain,medium,above_road,0.0,0.0,No,Bulgaria,BG,Sofiya,6184.0,Bobovdol,6.82473,23.0879,42.3377
5511,7295,2015-07-24 00:00:00,2015,July,00:00:00,0,AM,landslide,continuous_rain,small,above_road,0.0,0.0,No,India,IN,Uttarakhand,25753.0,Mussoorie,7.07957,78.1443,30.4517
5515,8065,2015-12-17 14:31:00,2015,December,14:31:00,14,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1312.0,Rockaway Beach,3.58475,-123.9456,45.5812
5516,7003,2015-06-27 09:00:00,2015,June,09:00:00,9,AM,landslide,monsoon,small,unknown,1.0,0.0,Yes,Bangladesh,BD,Chittagong,253788.0,Cox’s Bāzār,15.10994,92.1117,21.444
5517,7162,2015-07-12 00:00:00,2015,July,00:00:00,0,AM,rock_fall,unknown,small,above_road,0.0,1.0,No,United States,US,Pennsylvania,6303.0,Oakmont,1.28701,-79.8543,40.5147
5524,8483,2013-03-13 18:26:00,2013,March,18:26:00,18,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,8925.0,Sweet Home,47.18296,-122.144,44.3956
5526,8943,2015-11-12 00:00:00,2015,November,00:00:00,0,AM,landslide,rain,medium,urban,2.0,11.0,Yes,Turkey,TR,Artvin,9942.0,Borçka,1.20806,41.68,41.3596
5530,7672,2016-05-02 14:45:00,2016,May,14:45:00,14,PM,landslide,downpour,medium,above_road,0.0,0.0,No,United States,US,West Virginia,3191.0,Williamson,5.01224,-82.3079,37.7123
5537,6134,2014-07-10 13:00:00,2014,July,13:00:00,13,PM,mudslide,rain,small,unknown,0.0,0.0,No,Iceland,IS,Westfjords,2624.0,Ísafjörður,76.97209,-21.4541,65.9794
5540,7468,2015-06-13 15:00:00,2015,June,15:00:00,15,PM,landslide,downpour,medium,urban,0.0,1.0,No,Honduras,HN,Francisco Morazán,1121.0,El Tablón,3.12986,-87.155,14.0592
5541,7042,2015-05-26 09:00:00,2015,May,09:00:00,9,AM,mudslide,downpour,small,above_road,0.0,0.0,No,United States,US,Kansas,857.0,Oregon,14.54524,-95.3153,39.9892
5542,9293,2016-02-07 15:00:00,2016,February,15:00:00,15,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,United States,US,Idaho,485.0,Idaho City,20.89173,-115.6967,43.6692
5543,8634,2012-03-21 19:17:00,2012,March,19:17:00,19,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2038.0,Sisters,30.27319,-121.8752,44.4307
5544,7630,2016-04-12 18:00:00,2016,April,18:00:00,18,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,United States,US,California,21403.0,South Lake Tahoe,11.51132,-120.0386,38.8386
5545,6567,2011-08-27 00:00:00,2011,August,00:00:00,0,AM,landslide,downpour,medium,above_road,0.0,0.0,No,India,IN,Kashmir,7601.0,Dalhousie,9.76735,75.8466,32.5764
5546,6357,2014-08-30 00:00:00,2014,August,00:00:00,0,AM,landslide,downpour,medium,unknown,1.0,1.0,Yes,Philippines,PH,Soccsksargen,9358.0,Upi,6.70455,124.1745,7.0859
