,event_id,event_date,event_year,event_month,event_time,event_hour,event_am_pm,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,caused_fatalities,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude
1826,8887,2015-10-28 11:00:00,2015,October,11:00:00,11,AM,landslide,no_apparent_trigger,medium,above_road,0.0,0.0,No,United States,US,Pennsylvania,6303.0,Oakmont,1.20355,-79.8506,40.5305
1827,8686,2015-10-11 00:00:00,2015,October,00:00:00,0,AM,landslide,downpour,medium,unknown,8.0,0.0,Yes,Myanmar [Burma],MM,Kayah,17293.0,Loikaw,54.01318,97.3876,19.2201
1828,9603,2016-10-12 00:00:00,2016,October,00:00:00,0,AM,landslide,downpour,medium,below_road,0.0,0.0,No,India,IN,West Bengal,10109.0,Mirik,1.96884,88.1704,26.8861
1830,6225,2014-09-07 00:00:00,2014,September,00:00:00,0,AM,mudslide,downpour,medium,unknown,41.0,0.0,Yes,India,IN,Kashmir,1242.0,Kūd,13.26792,75.1466,33.0677
1832,8700,2012-01-21 15:26:00,2012,January,15:26:00,15,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2904.0,Shady Cove,17.78645,-122.6169,42.6798
1833,8154,2015-11-14 15:03:00,2015,November,15:03:00,15,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1286.0,Bay City,4.14573,-123.8924,45.5598
1835,7605,2016-03-29 00:00:00,2016,March,00:00:00,0,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,United States,US,Idaho,485.0,Idaho City,39.46822,-116.1117,44.122
1837,9296,2016-02-06 00:00:00,2016,February,00:00:00,0,AM,landslide,flooding,medium,other,7.0,0.0,Yes,Indonesia,ID,West Sumatra,0.0,Muaralabuh,7.01753,101.086,-1.463
1841,6408,2014-11-30 15:00:00,2014,November,15:00:00,15,PM,mudslide,downpour,medium,burned_area,0.0,0.0,No,United States,US,California,3249.0,Casa Conejo,13.86433,-118.9962,34.0666
1843,9093,2016-06-15 07:00:00,2016,June,07:00:00,7,AM,landslide,downpour,unknown,unknown,0.0,0.0,No,China,CN,Hunan,0.0,Yisuhe,11.13379,112.8215,27.7292
1844,8213,2015-02-06 03:52:00,2015,February,03:52:00,3,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1795.0,Glide,42.28554,-122.5804,43.2878
1846,8939,2016-06-18 00:00:00,2016,June,00:00:00,0,AM,landslide,rain,large,unknown,47.0,0.0,Yes,Indonesia,ID,Central Java,0.0,Purworejo,3.14453,110.0557389,-7.711258905
1850,8847,2011-01-16 09:02:00,2011,January,09:02:00,9,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1035.0,Pacific City,6.04143,-123.8864,45.2076
1851,9494,2016-08-16 00:00:00,2016,August,00:00:00,0,AM,debris_flow,rain,medium,above_road,0.0,0.0,No,Philippines,PH,Cordillera,0.0,Kabayan,1.13896,120.8333,16.6319
1854,9201,2016-01-11 00:00:00,2016,January,00:00:00,0,AM,landslide,unknown,medium,urban,0.0,0.0,No,Bolivia,BO,Cochabamba,900414.0,Cochabamba,0.74466,-66.1614,-17.3945
1857,8155,2015-11-13 21:02:00,2015,November,21:02:00,21,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1035.0,Pacific City,7.227,-123.8754,45.2224
1858,9094,2015-12-18 00:00:00,2015,December,00:00:00,0,AM,landslide,continuous_rain,medium,natural_slope,3.0,0.0,Yes,Philippines,PH,Bicol,3119.0,Tigbaw,5.91516,123.6452,12.1512
1865,9442,2016-04-03 00:00:00,2016,April,00:00:00,0,AM,landslide,unknown,large,unknown,23.0,0.0,Yes,Pakistan,PK,Khyber Pakhtunkhwa,0.0,Dasu,3.40211,73.3197,35.311
1867,6397,2013-05-15 00:00:00,2013,May,00:00:00,0,AM,landslide,unknown,medium,natural_slope,0.0,0.0,No,New Zealand,NZ,Auckland,3330.0,Titirangi,7.80117,174.57,-36.9516
1869,6996,2015-05-28 17:30:00,2015,May,17:30:00,17,PM,mudslide,downpour,medium,natural_slope,0.0,0.0,No,United States,US,Washington,2370.0,Brewster,29.62302,-120.1105,48.2452
1870,7891,2015-08-27 15:00:00,2015,August,15:00:00,15,PM,mudslide,tropical_cyclone,large,above_road,20.0,0.0,Yes,Dominica,DM,Saint Patrick,2608.0,Berekua,5.63248,-61.269,15.2546
1871,7178,2015-04-03 00:00:00,2015,April,00:00:00,0,AM,landslide,continuous_rain,small,other,0.0,0.0,No,India,IN,Kashmir,14711.0,Kupwāra,14.79291,74.4203,34.0604
1872,7064,2015-05-10 00:00:00,2015,May,00:00:00,0,AM,landslide,downpour,small,above_road,0.0,0.0,No,United States,US,Arkansas,1012.0,Coal Hill,7.09417,-93.6821,35.5008
1873,6539,2014-08-20 18:00:00,2014,August,18:00:00,18,PM,landslide,rain,medium,unknown,0.0,0.0,No,India,IN,Gujarat,21207.0,Dharampur,0.42141,73.1703,20.5349
1878,9501,2016-09-17 00:00:00,2016,September,00:00:00,0,AM,mudslide,unknown,medium,above_road,0.0,0.0,No,United States,US,Montana,4688.0,Columbia Falls,51.40308,-113.7187,48.7178
1881,7083,2015-07-01 23:00:00,2015,July,23:00:00,23,PM,landslide,monsoon,medium,above_river,0.0,0.0,No,Vietnam,VN,Ho Chi Minh City,0.0,Thủ Đức,5.86968,106.7188,10.8549
1884,8991,2015-12-04 00:00:00,2015,December,00:00:00,0,AM,landslide,downpour,unknown,natural_slope,0.0,0.0,No,United States,US,North Carolina,83393.0,Asheville,1.58867,-82.5517,35.5867
1887,6257,2014-08-05 06:00:00,2014,August,06:00:00,6,AM,landslide,downpour,medium,urban,0.0,0.0,No,United States,US,Utah,16322.0,North Salt Lake,2.55023,-111.9024,40.8269
1889,8733,2012-01-18 16:30:00,2012,January,16:30:00,16,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1854.0,Turner,6.84444,-123.027,44.8114
1891,7596,2015-08-07 03:30:00,2015,August,03:30:00,3,AM,rock_fall,continuous_rain,small,above_road,0.0,0.0,No,India,IN,Maharashtra,64460.0,Khopoli,2.49026,73.347,18.7631
1893,8434,2013-11-07 03:14:00,2013,November,03:14:00,3,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,3407.0,Goldendale,15.89998,-120.8065,45.678
1895,6042,2014-05-30 00:00:00,2014,May,00:00:00,0,AM,mudslide,downpour,small,unknown,0.0,0.0,No,United Kingdom,GB,England,43733.0,Yeovil,4.52921,-2.6853,50.9186
1898,6990,2015-06-24 00:00:00,2015,June,00:00:00,0,AM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,India,IN,Nagaland,29499.0,Zunheboto,7.81915,94.5466,26.0319
1903,7785,2015-07-24 00:00:00,2015,July,00:00:00,0,AM,rock_fall,downpour,small,above_river,0.0,0.0,No,United States,US,Washington,2868.0,Granite Falls,23.18815,-120.5182,47.93
1904,7678,2015-08-11 23:00:00,2015,August,23:00:00,23,PM,landslide,rain,medium,above_road,0.0,0.0,No,India,IN,Himachal Pradesh,19540.0,Dharmsāla,2.59687,76.3194,32.1967
1906,7788,2014-02-21 00:00:00,2014,February,00:00:00,0,AM,landslide,unknown,small,above_river,0.0,0.0,No,United States,US,Washington,2481.0,Everson,10.04472,-122.274004,48.82884106
1910,6351,2014-11-06 18:30:00,2014,November,18:30:00,18,PM,mudslide,downpour,medium,unknown,1.0,4.0,Yes,Malaysia,MY,Pahang,7000.0,Tanah Rata,5.73753,101.3801,4.4119
1911,8596,2015-10-04 23:00:00,2015,October,23:00:00,23,PM,mudslide,rain,medium,above_road,0.0,0.0,No,United States,US,California,62979.0,Laguna Niguel,4.1,-117.7431,33.5006
1913,7852,2006-12-14 00:00:00,2006,December,00:00:00,0,AM,mudslide,downpour,small,below_road,0.0,0.0,No,United States,US,Washington,1001.0,Yarrow Point,0.54962,-122.2199,47.6416
1915,6132,2014-07-08 17:40:00,2014,July,17:40:00,17,PM,landslide,tropical_cyclone,medium,unknown,1.0,4.0,Yes,Japan,JP,Gifu,55011.0,Nakatsugawa,16.22091,137.6087,35.5994
1917,7252,2015-07-20 00:00:00,2015,July,00:00:00,0,AM,mudslide,continuous_rain,medium,natural_slope,0.0,0.0,No,United States,US,California,5172.0,Bear Valley Springs,5.14816,-118.6257,35.0629
1919,8348,2014-03-10 12:04:00,2014,March,12:04:00,12,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,839.0,Council,46.88847,-116.9925,44.8793
1920,9002,2016-07-16 15:00:00,2016,July,15:00:00,15,PM,debris_flow,downpour,medium,above_road,0.0,0.0,No,India,IN,Uttarakhand,25753.0,Mussoorie,2.56092,78.0973,30.4554
1926,6951,2015-06-21 09:00:00,2015,June,09:00:00,9,AM,mudslide,downpour,small,unknown,0.0,0.0,No,United States,US,Maryland,2953.0,Saint James,4.05258,-77.7175,39.544
1930,6568,2011-08-29 00:00:00,2011,August,00:00:00,0,AM,landslide,downpour,medium,unknown,0.0,0.0,No,Uganda,UG,Eastern Region,0.0,Bulambuli,7.06657,34.3479,1.2197
1932,6435,2014-12-08 09:00:00,2014,December,09:00:00,9,AM,rock_fall,tropical_cyclone,small,unknown,0.0,0.0,No,Philippines,PH,Bicol,10531.0,Pasacao,1.1651,123.0319,13.5107
1933,7762,2015-12-09 15:00:00,2015,December,15:00:00,15,PM,mudslide,rain,medium,above_road,0.0,0.0,No,United States,US,Washington,5509.0,Woodland,4.84226,-122.7759,45.942
1938,6222,2014-10-01 11:00:00,2014,October,11:00:00,11,AM,landslide,unknown,small,above_road,5.0,0.0,Yes,India,IN,Arunachal Pradesh,26912.0,Naharlagun,7.80995,93.7706,27.1249
1940,6301,2014-10-23 09:00:00,2014,October,09:00:00,9,AM,mudslide,downpour,medium,unknown,0.0,0.0,No,Trinidad and Tobago,TT,Siparia,8568.0,Siparia,3.752,-61.5329,10.124
1941,9312,2016-05-20 00:00:00,2016,May,00:00:00,0,AM,landslide,downpour,medium,above_road,0.0,0.0,No,Solomon Islands,SB,Malaita,6811.0,Auki,16.54718,160.8362,-8.6974
1942,9652,2016-10-19 00:00:00,2016,October,00:00:00,0,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,United States,US,Colorado,6427.0,Carbondale,30.93172,-107.2838,39.1294
1943,6564,2011-08-21 00:00:00,2011,August,00:00:00,0,AM,landslide,unknown,medium,unknown,0.0,0.0,No,Nepal,NP,Mid Western,9073.0,Jumla,26.04417,82.2504,29.5023
1944,9169,2016-06-12 00:00:00,2016,June,00:00:00,0,AM,landslide,continuous_rain,unknown,above_road,0.0,0.0,No,India,IN,Nagaland,54010.0,Wokha,7.94213,94.2442,26.1677
1945,10031,2014-06-08 22:05:00,2014,June,22:05:00,22,PM,mudslide,flooding,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-119.3923999,52.97967084
1950,7467,2015-01-22 00:00:00,2015,January,00:00:00,0,AM,rock_fall,continuous_rain,small,above_road,0.0,0.0,No,Honduras,HN,Yoro,2188.0,La Sarrosa,6.66574,-87.8164,15.1754
1954,5999,2014-04-20 23:00:00,2014,April,23:00:00,23,PM,landslide,rain,small,above_river,0.0,0.0,No,Canada,CA,Quebec,1634.0,Sainte-Sophie,0.06408,-73.9024,45.8168
1955,7470,2015-10-08 00:00:00,2015,October,00:00:00,0,AM,landslide,rain,medium,unknown,0.0,0.0,No,Nicaragua,NI,Jinotega,6955.0,Wiwilí,25.81514,-85.688,13.8176
1958,8813,2011-02-28 06:43:00,2011,February,06:43:00,6,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,4154.0,Reedsport,17.99436,-123.8851,43.6511
1961,8532,2012-12-01 07:12:00,2012,December,07:12:00,7,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2151.0,Vernonia,13.28066,-123.1913,45.9782
1966,9025,2016-07-18 00:00:00,2016,July,00:00:00,0,AM,mudslide,unknown,medium,above_road,0.0,0.0,No,Canada,CA,British Columbia,2324.0,Lillooet,39.35834,-121.6682,50.3778
1967,6429,2014-08-05 00:00:00,2014,August,00:00:00,0,AM,mudslide,tropical_cyclone,small,below_road,1.0,0.0,Yes,Japan,JP,Tokushima,55421.0,Anan,8.92647,134.6991,33.8474
1971,8777,2011-05-14 18:09:00,2011,May,18:09:00,18,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,14095.0,Washougal,9.41191,-122.2571,45.5317
1972,8454,2013-08-25 10:20:00,2013,August,10:20:00,10,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,16612.0,Pendleton,22.35304,-118.906,45.8556
1973,9267,2016-08-01 07:00:00,2016,August,07:00:00,7,AM,landslide,rain,medium,above_road,0.0,0.0,No,Nepal,NP,Central Region,107157.0,Bharatpur,42.37588,84.8423,27.8009
1974,6711,2014-08-24 00:00:00,2014,August,00:00:00,0,AM,landslide,downpour,medium,unknown,0.0,0.0,No,Puerto Rico,PR,Ponce,5080.0,Adjuntas,6.89036,-66.67,18.1254
1975,7051,2015-05-19 00:00:00,2015,May,00:00:00,0,AM,mudslide,continuous_rain,small,unknown,0.0,0.0,No,United States,US,Colorado,3546.0,Lincoln Park,15.35824,-105.2706,38.2967
1976,5871,2014-02-15 00:00:00,2014,February,00:00:00,0,AM,landslide,downpour,medium,above_road,0.0,0.0,No,Bermuda,BM,Hamilton city,902.0,Hamilton,0.89751,-64.7792,32.3032
1991,6670,2014-11-14 00:00:00,2014,November,00:00:00,0,AM,landslide,unknown,medium,mine,2.0,1.0,Yes,Colombia,CO,Antioquia,16707.0,Barbosa,7.78677,-75.3081,6.5046
1992,10030,2017-05-05 20:27:00,2017,May,20:27:00,20,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-119.324928,52.99189019
1995,6224,2014-10-01 00:00:00,2014,October,00:00:00,0,AM,landslide,unknown,small,bluff,0.0,0.0,No,United Kingdom,GB,England,13897.0,Whitby,1.14028,-0.5974,54.4884
1997,6341,2014-09-11 00:00:00,2014,September,00:00:00,0,AM,landslide,downpour,medium,above_road,0.0,0.0,No,India,IN,Uttarakhand,2571.0,Rudraprayāg,45.13481,79.0478,30.688
2001,8967,2015-11-19 00:00:00,2015,November,00:00:00,0,AM,landslide,unknown,medium,unknown,0.0,0.0,No,Canada,CA,British Columbia,1706.0,Nakusp,18.40488,-117.8821,50.4072
2003,8691,2012-01-26 08:41:00,2012,January,08:41:00,8,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,4584.0,Philomath,14.10608,-123.509,44.4635
2005,7263,2015-07-22 00:00:00,2015,July,00:00:00,0,AM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,India,IN,Manipur,92113.0,Kohima,25.91151,94.0489,25.4477
2006,6422,2014-12-04 01:00:00,2014,December,01:00:00,1,AM,mudslide,downpour,medium,above_road,0.0,0.0,No,United States,US,California,44199.0,San Jacinto,5.62939,-116.9746,33.8294
2008,8315,2014-02-28 17:05:00,2014,February,17:05:00,17,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1144.0,Cascade Locks,1.09534,-121.877,45.6721
2009,7006,2015-06-26 18:00:00,2015,June,18:00:00,18,PM,landslide,continuous_rain,medium,above_river,0.0,0.0,No,Nepal,NP,Western Region,0.0,Lamjung,49.86493,84.8711,28.1881
2010,9052,2016-06-18 18:00:00,2016,June,18:00:00,18,PM,landslide,rain,medium,unknown,0.0,0.0,No,Indonesia,ID,Central Java,31965.0,Gombong,7.37105,109.475,-7.5532
2011,6117,2014-06-30 15:00:00,2014,June,15:00:00,15,PM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,Philippines,PH,Soccsksargen,2266.0,Lampitak,4.8833,125.0676,6.4737
2021,6722,2014-05-27 00:00:00,2014,May,00:00:00,0,AM,landslide,continuous_rain,small,unknown,3.0,1.0,Yes,Haiti,HT,Nord,134815.0,Okap,1.58489,-72.2085,19.7698
2023,7942,2015-08-31 00:00:00,2015,August,00:00:00,0,AM,landslide,unknown,medium,above_river,0.0,0.0,No,New Zealand,NZ,Taranaki,1495.0,Opunake,0.37385,173.8561,-39.4585
2024,7369,2015-08-01 00:00:00,2015,August,00:00:00,0,AM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,India,IN,Manipur,30418.0,Kakching,28.99355,94.1016,24.1988
2026,7676,2015-08-12 09:00:00,2015,August,09:00:00,9,AM,landslide,monsoon,medium,above_road,0.0,0.0,No,India,IN,Himachal Pradesh,19540.0,Dharmsāla,4.28042,76.3075,32.1764
2028,8153,2015-11-15 11:00:00,2015,November,11:00:00,11,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1855.0,Mill City,21.14026,-122.2227,44.699
2031,6976,2015-06-10 15:00:00,2015,June,15:00:00,15,PM,landslide,continuous_rain,medium,natural_slope,0.0,0.0,No,Malaysia,MY,Sabah,19294.0,Ranau,18.48864,116.5515647,6.050341784
2036,7908,2015-08-22 03:30:00,2015,August,03:30:00,3,AM,landslide,unknown,large,unknown,16.0,0.0,Yes,Philippines,PH,Cordillera,3543.0,Tabio,0.07399,120.7996,16.8495
2044,7108,2015-05-01 00:00:00,2015,May,00:00:00,0,AM,landslide,earthquake,small,above_road,16.0,0.0,Yes,China,CN,Tibet Autonomous Region,0.0,Zham,2.45496,85.9623,27.9715
2045,8787,2011-04-07 15:32:00,2011,April,15:32:00,15,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2038.0,Sisters,30.28091,-121.8753,44.4307
2047,6479,2014-08-13 12:30:00,2014,August,12:30:00,12,PM,debris_flow,downpour,small,natural_slope,0.0,11.0,No,Switzerland,CH,Grisons,244.0,Tiefencastel,8.97035,9.6947,46.6723
2048,8860,2016-06-17 00:00:00,2016,June,00:00:00,0,AM,rock_fall,monsoon,large,above_river,0.0,0.0,No,India,IN,Himachal Pradesh,1495.0,Sarāhan,30.78911,78.1181,31.5124
2050,8146,2015-11-19 09:58:00,2015,November,09:58:00,9,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,8925.0,Sweet Home,6.67181,-122.7875,44.3502
2054,8038,2015-12-21 10:09:00,2015,December,10:09:00,10,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,9989.0,Newport,4.60194,-123.9969,44.6276
2056,9050,2016-07-16 00:00:00,2016,July,00:00:00,0,AM,riverbank_collapse,unknown,small,above_river,2.0,0.0,Yes,Philippines,PH,Cagayan Valley,8560.0,Naguilian,0.55194,121.8319,17.0224
2057,7527,2016-01-28 09:45:00,2016,January,09:45:00,9,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,United States,US,North Carolina,1241.0,Blowing Rock,4.20387,-81.6475,36.1062
2061,6689,2014-07-31 23:00:00,2014,July,23:00:00,23,PM,landslide,unknown,small,above_road,0.0,0.0,No,Honduras,HN,Cortés,1043.0,Agua Azul Rancho,0.97057,-87.9423,14.8955
2062,5713,2013-12-23 15:00:00,2013,December,15:00:00,15,PM,mudslide,mining,medium,unknown,2.0,2.0,Yes,Nepal,NP,Far Western,6758.0,Lohaghāt,22.07271,80.3109,29.3577
2064,6356,2014-11-07 00:00:00,2014,November,00:00:00,0,AM,mudslide,downpour,medium,other,0.0,0.0,No,India,IN,Kashmir,80447.0,Udhampur,4.47713,75.0922,32.9411
2065,9162,2016-01-06 09:00:00,2016,January,09:00:00,9,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,Canada,CA,British Columbia,1385.0,Lions Bay,4.59575,-123.2403,49.4109
2066,7124,2015-04-20 00:00:00,2015,April,00:00:00,0,AM,landslide,construction,medium,above_river,0.0,0.0,No,United States,US,New York,8195.0,Delmar,2.22929,-73.8216,42.6404
2071,8240,2014-12-24 13:05:00,2014,December,13:05:00,13,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,6336.0,Brookings,15.36162,-124.3246,42.1876
2074,9645,2016-10-16 19:00:00,2016,October,19:00:00,19,PM,landslide,downpour,medium,unknown,7.0,0.0,Yes,Papua New Guinea,PG,Morobe,16042.0,Bulolo,53.69646,146.4261,-6.7663
2075,7049,2015-05-20 00:00:00,2015,May,00:00:00,0,AM,rock_fall,downpour,small,natural_slope,0.0,0.0,No,United States,US,Wyoming,1271.0,West Yellowstone,48.56269,-110.4966,44.7184
2076,7813,1998-12-28 00:00:00,1998,December,00:00:00,0,AM,debris_flow,downpour,small,above_road,0.0,0.0,No,United States,US,Oregon,2033.0,Waldport,19.0494,-123.8345,44.392
2078,7831,1996-12-26 00:00:00,1996,December,00:00:00,0,AM,debris_flow,freeze_thaw,small,above_river,0.0,0.0,No,United States,US,Oregon,1144.0,Cascade Locks,19.22137,-122.0991,45.5775
2081,8820,2011-02-15 06:15:00,2011,February,06:15:00,6,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1444.0,Bunker Hill,7.4942,-124.1172,43.3775
2082,8443,2013-09-16 02:29:00,2013,September,02:29:00,2,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,682.0,Condon,8.03207,-120.2759,45.2675
2089,5758,2014-01-10 18:00:00,2014,January,18:00:00,18,PM,landslide,tropical_cyclone,medium,above_road,0.0,0.0,No,Philippines,PH,Caraga,309709.0,Butuan,1.33719,125.5319,8.9458
2091,6040,2014-05-30 18:00:00,2014,May,18:00:00,18,PM,mudslide,downpour,small,natural_slope,6.0,7.0,Yes,Guatemala,GT,Huehuetenango,3554.0,San Pedro Necta,0.91108,-91.7671,15.4918
2093,6297,2014-09-19 15:00:00,2014,September,15:00:00,15,PM,landslide,rain,small,above_road,0.0,0.0,No,Costa Rica,CR,Alajuela,9687.0,Colón,5.57523,-84.252,9.9643
2094,9361,2016-04-01 00:00:00,2016,April,00:00:00,0,AM,landslide,unknown,small,bluff,0.0,0.0,No,United Kingdom,GB,England,3570.0,Bembridge,0.76518,-1.075344154,50.68119878
2098,9247,2016-01-26 00:00:00,2016,January,00:00:00,0,AM,landslide,unknown,medium,natural_slope,6.0,0.0,Yes,Colombia,CO,Nariño,7529.0,Cumbal,0.20354,-77.791,0.907
2099,7499,2015-12-21 00:00:00,2015,December,00:00:00,0,AM,mudslide,rain,small,above_road,0.0,0.0,No,Panama,PA,Bocas del Toro,0.0,Pueblo Nuevo,3.92621,-82.1825,8.8543
2102,8606,2012-03-31 17:05:00,2012,March,17:05:00,17,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,4584.0,Philomath,1.06234,-123.381,44.5397
2106,6648,2015-01-05 00:00:00,2015,January,00:00:00,0,AM,rock_fall,rain,small,above_road,0.0,0.0,No,United States,US,Washington,1018.0,Tanner,24.76946,-121.4248,47.4294
2111,7563,2016-03-15 00:00:00,2016,March,00:00:00,0,AM,landslide,unknown,medium,above_road,0.0,0.0,No,United States,US,Pennsylvania,5951.0,Crafton,2.55422,-80.0361,40.436
2112,8258,2014-12-20 22:45:00,2014,December,22:45:00,22,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,3205.0,Oakridge,52.27177,-122.4564,43.276
2113,6144,2014-07-14 15:00:00,2014,July,15:00:00,15,PM,landslide,downpour,small,mine,0.0,1.0,No,Thailand,TH,Chon Buri,219164.0,Chon Buri,1.56033,100.9953,13.3703
2114,7611,2016-04-03 00:00:00,2016,April,00:00:00,0,AM,rock_fall,snowfall_snowmelt,small,above_road,0.0,0.0,No,United States,US,Nevada,12361.0,Spring Creek,21.03957,-115.3703,40.6319
2117,7087,2015-07-02 07:00:00,2015,July,07:00:00,7,AM,landslide,unknown,small,urban,2.0,1.0,Yes,China,CN,Qinghai Sheng,0.0,Duolin,9.19247,101.5121,37.1409
2124,8433,2013-11-07 18:09:00,2013,November,18:09:00,18,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1744.0,John Day,55.3545,-119.6313,44.5268
2125,6381,2014-11-12 09:00:00,2014,November,09:00:00,9,AM,mudslide,downpour,medium,unknown,1.0,1.0,Yes,Italy,IT,Piedmont,43030.0,Biella,1.14528,8.0499,45.576
2127,8512,2012-12-20 09:23:00,2012,December,09:23:00,9,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,4561.0,Veneta,28.16732,-123.6953,43.9984
2129,8147,2015-11-19 08:47:00,2015,November,08:47:00,8,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,3205.0,Oakridge,30.01956,-122.1355,43.6164
2131,7555,2016-03-11 00:00:00,2016,March,00:00:00,0,AM,landslide,rain,medium,above_road,0.0,0.0,No,United States,US,California,1227.0,Laytonville,27.01202,-123.7976,39.6942
2132,6628,2015-01-04 23:00:00,2015,January,23:00:00,23,PM,landslide,downpour,medium,above_road,0.0,0.0,No,United States,US,Washington,16896.0,Aberdeen,1.5264,-123.796,46.978
2135,6336,2014-10-28 00:00:00,2014,October,00:00:00,0,AM,landslide,continuous_rain,medium,unknown,9.0,0.0,Yes,China,CN,Yunnan,0.0,Jinzhong,33.16037,103.1552,26.1095
2143,8678,2015-10-08 00:00:00,2015,October,00:00:00,0,AM,rock_fall,flooding,medium,above_road,0.0,0.0,No,United States,US,Texas,1201.0,Fort Davis,2.22599,-103.911,30.6025
2145,6091,2014-06-23 00:00:00,2014,June,00:00:00,0,AM,landslide,continuous_rain,medium,unknown,0.0,0.0,No,Nicaragua,NI,Chontales,5827.0,Santo Domingo,31.3736,-84.8064,12.3511
2146,7327,2015-08-13 09:40:00,2015,August,09:40:00,9,AM,debris_flow,snowfall_snowmelt,medium,other,0.0,0.0,No,United States,US,Washington,2758.0,Eatonville,35.60483,-121.8046,46.8212
2150,7721,2015-08-21 00:00:00,2015,August,00:00:00,0,AM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,Philippines,PH,Cordillera,28407.0,Itogon,1.97068,120.6852,16.3798
2151,5862,2014-02-12 19:30:00,2014,February,19:30:00,19,PM,landslide,unknown,large,above_road,0.0,0.0,No,United States,US,Oregon,7167.0,Hood River,2.06912,-121.5461,45.7123
2153,8281,2014-11-19 15:43:00,2014,November,15:43:00,15,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,3866.0,Coquille,4.77434,-124.2455,43.1843
2155,8086,2016-06-24 23:00:00,2016,June,23:00:00,23,PM,landslide,downpour,medium,unknown,0.0,0.0,No,India,IN,Karnataka,59116.0,Ullal,1.12911,74.8586,12.8157
2157,9455,2016-08-07 00:00:00,2016,August,00:00:00,0,AM,landslide,tropical_cyclone,medium,unknown,0.0,0.0,No,Mexico,MX,Puebla,2048.0,Papatlazolco,2.33212,-98.0047,20.1604
2158,5875,2014-02-17 00:00:00,2014,February,00:00:00,0,AM,mudslide,unknown,medium,above_road,0.0,0.0,No,United States,US,Washington,39709.0,Edmonds,0.53105,-122.3844,47.8112
2164,7530,2016-02-27 15:30:00,2016,February,15:30:00,15,PM,rock_fall,rain,small,above_road,0.0,1.0,No,United States,US,Idaho,485.0,Idaho City,24.16064,-116.0033,44.104
2165,7417,2015-09-27 00:00:00,2015,September,00:00:00,0,AM,landslide,rain,medium,above_road,0.0,0.0,No,Guatemala,GT,Sololá,2605.0,San Andrés Semetabaj,0.6704,-91.1344,14.744
2168,9518,2016-09-06 09:00:00,2016,September,09:00:00,9,AM,mudslide,downpour,medium,urban,1.0,0.0,Yes,Nigeria,NG,Lagos,0.0,Agege,2.78191,3.3561,6.6265
